pair_id,block,source_collection,source_url,image_url,local_image_path,image_release_status,can_redistribute_image,source_side_retrieval_required,embedded_review_only,license_label,license_url,rights_statement,attribution_text,metadata_license,critique_license,last_checked_date,rights_notes
PAIR_00079,chinese,unknown,,,images/chinese/清_任熊_姚魏天潢衍洛中_册页 _工笔_绢本_27.3cmX32.5cm _ _27144b85.jpg,source_side_retrieval,false,true,false,source_specific_not_relicensed,,Image rights remain source-specific; this manifest does not relicense source images.,任熊,CC BY 4.0,CC BY 4.0,2026-05-24,generated_from_available_bench_metadata; source_url/image_url may be blank when absent from canonical record
PAIR_00080,chinese,unknown,,,"images/chinese/清_任熊_十万图册_页_青绿,山水_山群,树,印章,文字金笺纸_34.5cmX44.5cm_页_北京_118d3842.jpg",source_side_retrieval,false,true,false,source_specific_not_relicensed,,Image rights remain source-specific; this manifest does not relicense source images.,任熊,CC BY 4.0,CC BY 4.0,2026-05-24,generated_from_available_bench_metadata; source_url/image_url may be blank when absent from canonical record
PAIR_00083,chinese,unknown,,,images/chinese/清_任熊_新种梨花满扇湖_册页 _工笔_绢本_27.3cmX32.5cm _ _7cb157bb.jpg,source_side_retrieval,false,true,false,source_specific_not_relicensed,,Image rights remain source-specific; this manifest does not relicense source images.,任熊,CC BY 4.0,CC BY 4.0,2026-05-24,generated_from_available_bench_metadata; source_url/image_url may be blank when absent from canonical record
PAIR_00084,chinese,unknown,,,"images/chinese/清_任熊_十万图册_页_青绿,山水_高山,草,溪流,石头,海浪,印章,文字页_浅绛,山水_山群,树林_8ece6372.jpg",source_side_retrieval,false,true,false,source_specific_not_relicensed,,Image rights remain source-specific; this manifest does not relicense source images.,任熊,CC BY 4.0,CC BY 4.0,2026-05-24,generated_from_available_bench_metadata; source_url/image_url may be blank when absent from canonical record
PAIR_00087,chinese,unknown,,,"images/chinese/宋_赵佶_枇杷山鸟图_页_工笔,花鸟_花鸟_绢本_26.9cmX27.2cm _ _f1100298.jpg",source_side_retrieval,false,true,false,source_specific_not_relicensed,,Image rights remain source-specific; this manifest does not relicense source images.,赵佶,CC BY 4.0,CC BY 4.0,2026-05-24,generated_from_available_bench_metadata; source_url/image_url may be blank when absent from canonical record
PAIR_00089,chinese,unknown,,,"images/chinese/宋_赵佶_戴胜图_页_工笔,花鸟_树枝,树叶,含苞花,鸟_绢本_55cmX59cm_ _e4d4847c.jpg",source_side_retrieval,false,true,false,source_specific_not_relicensed,,Image rights remain source-specific; this manifest does not relicense source images.,赵佶,CC BY 4.0,CC BY 4.0,2026-05-24,generated_from_available_bench_metadata; source_url/image_url may be blank when absent from canonical record
PAIR_00090,chinese,unknown,,,"images/chinese/宋_赵佶_花鸟图册_页_工笔,花鸟_树枝,针叶树,盛开花,粉花,鸟,印章,文字,含苞花_绢本_58c_29d86277.jpg",source_side_retrieval,false,true,false,source_specific_not_relicensed,,Image rights remain source-specific; this manifest does not relicense source images.,赵佶,CC BY 4.0,CC BY 4.0,2026-05-24,generated_from_available_bench_metadata; source_url/image_url may be blank when absent from canonical record
PAIR_00092,chinese,beijing_palace_museum,,,"images/chinese/宋_赵佶_梅花绣眼图_页_工笔,花鸟_花鸟_绢本_24.5cmX24.8cm_北京故宫博物院_e8f59cfa.jpg",source_side_retrieval,false,true,false,source_specific_not_relicensed,,Image rights remain source-specific; this manifest does not relicense source images.,赵佶,CC BY 4.0,CC BY 4.0,2026-05-24,generated_from_available_bench_metadata; source_url/image_url may be blank when absent from canonical record
PAIR_00093,chinese,unknown,,,"images/chinese/宋_赵佶_枇杷山鸟图_双页_工笔,花鸟_印章,文字,树枝,树叶,含苞花,鸟_绢本_26.9cmX27_ae8d34d1.jpg",source_side_retrieval,false,true,false,source_specific_not_relicensed,,Image rights remain source-specific; this manifest does not relicense source images.,赵佶,CC BY 4.0,CC BY 4.0,2026-05-24,generated_from_available_bench_metadata; source_url/image_url may be blank when absent from canonical record
PAIR_00095,chinese,beijing_palace_museum,,,"images/chinese/宋_赵佶_听琴图_页_工笔,人物_  _  _  _ _故宫博物院_85de5e87.jpg",source_side_retrieval,false,true,false,source_specific_not_relicensed,,Image rights remain source-specific; this manifest does not relicense source images.,赵佶,CC BY 4.0,CC BY 4.0,2026-05-24,generated_from_available_bench_metadata; source_url/image_url may be blank when absent from canonical record
PAIR_00100,chinese,unknown,,,"images/chinese/唐_吴道子_八十七神仙_页_工笔,人物_卷_人物_绢本_30cmX292cm_徐悲鸿纪念馆_906ce7d8.jpg",source_side_retrieval,false,true,false,source_specific_not_relicensed,,Image rights remain source-specific; this manifest does not relicense source images.,吴道子,CC BY 4.0,CC BY 4.0,2026-05-24,generated_from_available_bench_metadata; source_url/image_url may be blank when absent from canonical record
PAIR_00101,chinese,unknown,,,"images/chinese/唐_吴道子_送子天王图_页_工笔,人物_页_工笔,人物_  _ _纸本_35.5cmX338cm_日本大阪市立美術館_b3d9724a.jpg",source_side_retrieval,false,true,false,source_specific_not_relicensed,,Image rights remain source-specific; this manifest does not relicense source images.,吴道子,CC BY 4.0,CC BY 4.0,2026-05-24,generated_from_available_bench_metadata; source_url/image_url may be blank when absent from canonical record
PAIR_00103,chinese,unknown,,,"images/chinese/唐_吴道子_先师孔子行教像_页_工笔,人物_拓片_人物 _ _97cmX48cm _ _7dabac2e.jpg",source_side_retrieval,false,true,false,source_specific_not_relicensed,,Image rights remain source-specific; this manifest does not relicense source images.,吴道子,CC BY 4.0,CC BY 4.0,2026-05-24,generated_from_available_bench_metadata; source_url/image_url may be blank when absent from canonical record
PAIR_00105,chinese,unknown,,,"images/chinese/唐_吴道子_观音菩萨像_页_工笔,人物_拓片_人物 _ _80cmX32cm _ _58ab0913.jpg",source_side_retrieval,false,true,false,source_specific_not_relicensed,,Image rights remain source-specific; this manifest does not relicense source images.,吴道子,CC BY 4.0,CC BY 4.0,2026-05-24,generated_from_available_bench_metadata; source_url/image_url may be blank when absent from canonical record
PAIR_00107,chinese,unknown,,,"images/chinese/宋_梁楷_六祖截竹图_页_写意,人物_ _人物 _ _77cmX33cm _ _358dde94.jpg",source_side_retrieval,false,true,false,source_specific_not_relicensed,,Image rights remain source-specific; this manifest does not relicense source images.,梁楷,CC BY 4.0,CC BY 4.0,2026-05-24,generated_from_available_bench_metadata; source_url/image_url may be blank when absent from canonical record
PAIR_00108,chinese,unknown,,,"images/chinese/宋_梁楷_李白行吟图_页_写意,人物_ _人物 _ _81.1cmX30cm _ _b8467092.jpg",source_side_retrieval,false,true,false,source_specific_not_relicensed,,Image rights remain source-specific; this manifest does not relicense source images.,梁楷,CC BY 4.0,CC BY 4.0,2026-05-24,generated_from_available_bench_metadata; source_url/image_url may be blank when absent from canonical record
PAIR_00110,chinese,unknown,,,"images/chinese/宋_梁楷_雪景山水册_页_水墨,山水_ _山水_绢本_111.3cmX49cm _ _eb65b44d.jpg",source_side_retrieval,false,true,false,source_specific_not_relicensed,,Image rights remain source-specific; this manifest does not relicense source images.,梁楷,CC BY 4.0,CC BY 4.0,2026-05-24,generated_from_available_bench_metadata; source_url/image_url may be blank when absent from canonical record
PAIR_00111,chinese,unknown,,,"images/chinese/宋_梁楷_泽畔行吟册_页_水墨,山水_  _工笔,山水_ _22cmX26cm _ _7912477a.jpg",source_side_retrieval,false,true,false,source_specific_not_relicensed,,Image rights remain source-specific; this manifest does not relicense source images.,梁楷,CC BY 4.0,CC BY 4.0,2026-05-24,generated_from_available_bench_metadata; source_url/image_url may be blank when absent from canonical record
PAIR_00114,chinese,private_collection,,,"images/chinese/宋_梁楷_雪景山水_页_水墨,山水_山水 _ _25cmX27cm_日本私人藏_99e7cb6c.jpg",source_side_retrieval,false,true,false,source_specific_not_relicensed,,Image rights remain source-specific; this manifest does not relicense source images.,梁楷,CC BY 4.0,CC BY 4.0,2026-05-24,generated_from_available_bench_metadata; source_url/image_url may be blank when absent from canonical record
PAIR_00119,chinese,unknown,,,"images/chinese/明_边景昭_百鹤图_卷_青绿,山水_彩绘,白鹤,石头,松树,流水,树枝,花,野草,印章_绢本_ _四_b5565b46.jpg",source_side_retrieval,false,true,false,source_specific_not_relicensed,,Image rights remain source-specific; this manifest does not relicense source images.,边景昭,CC BY 4.0,CC BY 4.0,2026-05-24,generated_from_available_bench_metadata; source_url/image_url may be blank when absent from canonical record
PAIR_00122,chinese,beijing_palace_museum,,,"images/chinese/清_赵之谦_牡丹图 _页_没骨,花鸟_山,石头,花枝,树枝,叶子,树叶,花,粉花,兰花,白花,文字,印章_纸本_175.6cmX90.8cm_北京故宫博物院_579d932f.jpg",source_side_retrieval,false,true,false,source_specific_not_relicensed,,Image rights remain source-specific; this manifest does not relicense source images.,赵之谦,CC BY 4.0,CC BY 4.0,2026-05-24,generated_from_available_bench_metadata; source_url/image_url may be blank when absent from canonical record
PAIR_00123,chinese,unknown,,,"images/chinese/清_赵之谦_花卉图册_页_写意,花鸟_写意,树枝,花,粉花,花枝,叶子,绿叶,文字,印章 _  _  _ _49d00c68.jpg",source_side_retrieval,false,true,false,source_specific_not_relicensed,,Image rights remain source-specific; this manifest does not relicense source images.,赵之谦,CC BY 4.0,CC BY 4.0,2026-05-24,generated_from_available_bench_metadata; source_url/image_url may be blank when absent from canonical record
PAIR_00125,chinese,unknown,,,"images/chinese/清_赵之谦_花卉图册_页_写意,花鸟_写意,竹子,树木,草,花,粉花,文字,印章 _  _  _ _a3eadae9.jpg",source_side_retrieval,false,true,false,source_specific_not_relicensed,,Image rights remain source-specific; this manifest does not relicense source images.,赵之谦,CC BY 4.0,CC BY 4.0,2026-05-24,generated_from_available_bench_metadata; source_url/image_url may be blank when absent from canonical record
PAIR_00129,chinese,unknown,,,"images/chinese/清_杨晋_仿古山水十二开_页_浅绛,山水_山川出云为天下雨仿高尚书法_册页_山水 _  _  _ _660b91b5.jpg",source_side_retrieval,false,true,false,source_specific_not_relicensed,,Image rights remain source-specific; this manifest does not relicense source images.,杨晋,CC BY 4.0,CC BY 4.0,2026-05-24,generated_from_available_bench_metadata; source_url/image_url may be blank when absent from canonical record
PAIR_00131,chinese,unknown,,,"images/chinese/清_杨晋_仿古山水十二开_页_水墨,山水_修竹寒泉仿唐元笔_册页_山水,修竹,寒泉 _  _  _ _c6ca8ff1.jpg",source_side_retrieval,false,true,false,source_specific_not_relicensed,,Image rights remain source-specific; this manifest does not relicense source images.,杨晋,CC BY 4.0,CC BY 4.0,2026-05-24,generated_from_available_bench_metadata; source_url/image_url may be blank when absent from canonical record
PAIR_00133,chinese,unknown,,,"images/chinese/清_杨晋_仿古山水十二开_页_水墨,山水_青林何蒙茸长林出林表仿北苑笔意 _ _山水 _  _  __2966c310.jpg",source_side_retrieval,false,true,false,source_specific_not_relicensed,,Image rights remain source-specific; this manifest does not relicense source images.,杨晋,CC BY 4.0,CC BY 4.0,2026-05-24,generated_from_available_bench_metadata; source_url/image_url may be blank when absent from canonical record
PAIR_00138,chinese,unknown,,,"images/chinese/清_杨晋_仿古山水十二开_页_青绿,山水_册页_山水_扇本 _  _ _3804beb5.jpg",source_side_retrieval,false,true,false,source_specific_not_relicensed,,Image rights remain source-specific; this manifest does not relicense source images.,杨晋,CC BY 4.0,CC BY 4.0,2026-05-24,generated_from_available_bench_metadata; source_url/image_url may be blank when absent from canonical record
PAIR_00139,chinese,unknown,,,"images/chinese/清_杨晋_仿古山水十二开_页_水墨,山水_阴山积雪图临丞笔意庐山 _ _山水 _  _  _ _4f6d4d60.jpg",source_side_retrieval,false,true,false,source_specific_not_relicensed,,Image rights remain source-specific; this manifest does not relicense source images.,杨晋,CC BY 4.0,CC BY 4.0,2026-05-24,generated_from_available_bench_metadata; source_url/image_url may be blank when absent from canonical record
PAIR_00141,chinese,unknown,,,images/chinese/清_王渔洋_书画册页_页_浅绛_山水_建筑_房子_亭子_寺庙_树林_树_树叶_桥_人_人物_文字_云朵_云_印章_纸本_15.2cmX24cm___.jpg,embedded_review_only,false,false,true,source_specific_not_relicensed,,Image rights remain source-specific; this manifest does not relicense source images.,王渔洋,CC BY 4.0,CC BY 4.0,2026-05-24,generated_from_available_bench_metadata; source_url/image_url may be blank when absent from canonical record
PAIR_00143,chinese,unknown,,,images/chinese/清_王渔洋_书画册页_页_浅绛_山水_山_山林_水流_水_水面_建筑_房子_围墙_树_树木_树叶_人_人物_文字_印章_纸本_15.2cmX24cm___.jpg,source_side_retrieval,false,true,false,source_specific_not_relicensed,,Image rights remain source-specific; this manifest does not relicense source images.,王渔洋,CC BY 4.0,CC BY 4.0,2026-05-24,generated_from_available_bench_metadata; source_url/image_url may be blank when absent from canonical record
PAIR_00146,chinese,unknown,,,images/chinese/清_王渔洋_书画册页_页_浅绛_山水_山_石头_树_树林_树叶_芦苇_人_云_云朵_水_水面_湖面_纸本_15.2cmX24cm___.jpg,source_side_retrieval,false,true,false,source_specific_not_relicensed,,Image rights remain source-specific; this manifest does not relicense source images.,王渔洋,CC BY 4.0,CC BY 4.0,2026-05-24,generated_from_available_bench_metadata; source_url/image_url may be blank when absent from canonical record
PAIR_00148,chinese,unknown,,,images/chinese/清_王渔洋_书画册页_页_浅绛_山水_山_山林_山群_建筑_房子_人物_水面_树林_树_树叶_桥_河岸_水_水流_文字_印章_纸本_15.2cmX24cm___.jpg,source_side_retrieval,false,true,false,source_specific_not_relicensed,,Image rights remain source-specific; this manifest does not relicense source images.,王渔洋,CC BY 4.0,CC BY 4.0,2026-05-24,generated_from_available_bench_metadata; source_url/image_url may be blank when absent from canonical record
PAIR_00152,chinese,unknown,,,"images/chinese/清_王渔洋_书画册页_页_浅绛,山水_云朵,云,山林,山,建筑,房子,人物,文字,印章,水面,树,树叶_纸本_15.2cmX24cm _ _7d4312c6.jpg",source_side_retrieval,false,true,false,source_specific_not_relicensed,,Image rights remain source-specific; this manifest does not relicense source images.,王渔洋,CC BY 4.0,CC BY 4.0,2026-05-24,generated_from_available_bench_metadata; source_url/image_url may be blank when absent from canonical record
PAIR_00154,chinese,unknown,,,"images/chinese/清_恽寿平_山水花卉1_页_写意,花鸟 _山水,花卉 _  _  _  4_38c96c66.jpg",source_side_retrieval,false,true,false,source_specific_not_relicensed,,Image rights remain source-specific; this manifest does not relicense source images.,恽寿平,CC BY 4.0,CC BY 4.0,2026-05-24,generated_from_available_bench_metadata; source_url/image_url may be blank when absent from canonical record
PAIR_00156,chinese,unknown,,,"images/chinese/清_恽寿平_溪山行旅摹北苑半幅面 _页_水墨,山水_山水 _  _  _ _60811e4a.jpg",source_side_retrieval,false,true,false,source_specific_not_relicensed,,Image rights remain source-specific; this manifest does not relicense source images.,恽寿平,CC BY 4.0,CC BY 4.0,2026-05-24,generated_from_available_bench_metadata; source_url/image_url may be blank when absent from canonical record
PAIR_00158,chinese,unknown,,,"images/chinese/清_恽寿平_葡萄图 _页_工笔,花鸟_工笔,花果蔬菜_绢本_20cmX26.3cm _ _e0e68abd.jpg",source_side_retrieval,false,true,false,source_specific_not_relicensed,,Image rights remain source-specific; this manifest does not relicense source images.,恽寿平,CC BY 4.0,CC BY 4.0,2026-05-24,generated_from_available_bench_metadata; source_url/image_url may be blank when absent from canonical record
PAIR_00160,chinese,unknown,,,images/chinese/清_恽寿平_秋塘双浴__页_没骨_花鸟_花鸟_________.jpg,source_side_retrieval,false,true,false,source_specific_not_relicensed,,Image rights remain source-specific; this manifest does not relicense source images.,恽寿平,CC BY 4.0,CC BY 4.0,2026-05-24,generated_from_available_bench_metadata; source_url/image_url may be blank when absent from canonical record
PAIR_00162,chinese,unknown,,,images/chinese/清_恽寿平_洒金玉兰__页_写意_花鸟_花鸟_________.jpg,source_side_retrieval,false,true,false,source_specific_not_relicensed,,Image rights remain source-specific; this manifest does not relicense source images.,恽寿平,CC BY 4.0,CC BY 4.0,2026-05-24,generated_from_available_bench_metadata; source_url/image_url may be blank when absent from canonical record
PAIR_00164,chinese,museum_collection,,,"images/chinese/清_恽寿平_梨花图_页_没骨,花鸟_花鸟 _  _ _纳尔逊博物馆_be7c00f0.jpg",source_side_retrieval,false,true,false,source_specific_not_relicensed,,Image rights remain source-specific; this manifest does not relicense source images.,恽寿平,CC BY 4.0,CC BY 4.0,2026-05-24,generated_from_available_bench_metadata; source_url/image_url may be blank when absent from canonical record
PAIR_00166,chinese,unknown,,,"images/chinese/清_杜湘_山水册_页_浅绛,山水_山,高山,山群,树,松树,人物,花,印章,题字_纸本_ _页__e4536cee.jpg",source_side_retrieval,false,true,false,source_specific_not_relicensed,,Image rights remain source-specific; this manifest does not relicense source images.,杜湘,CC BY 4.0,CC BY 4.0,2026-05-24,generated_from_available_bench_metadata; source_url/image_url may be blank when absent from canonical record
PAIR_00169,chinese,unknown,,,"images/chinese/清_杜湘_山水册_页_浅绛,山水_山,山,石头,松树,屋檐,彩绘,印章_纸本_ _页__ba93a3ca.jpg",source_side_retrieval,false,true,false,source_specific_not_relicensed,,Image rights remain source-specific; this manifest does not relicense source images.,杜湘,CC BY 4.0,CC BY 4.0,2026-05-24,generated_from_available_bench_metadata; source_url/image_url may be blank when absent from canonical record
